,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,WAP,hasGaps,Count
313,7/23/2018 14:27,9694.25,9708.75,9680.60,9701.30,666,9693.105,0,59
314,7/23/2018 14:28,9709.15,9712.15,9699.90,9704.05,519,9704.705,0,59
315,7/23/2018 14:29,9706.80,9709.55,9681.20,9700.05,751,9698.79,0,60
316,7/23/2018 14:30,9697.75,9735.90,9689.90,9730.95,451,9716.36,0,59
317,7/23/2018 14:31,9734.20,9749.65,9729.40,9739.85,437,9739.88,0,58
318,7/23/2018 14:32,9738.20,9740.05,9718.05,9732.95,392,9731.395,0,58
319,7/23/2018 14:33,9732.30,9740.00,9712.35,9712.70,755,9730.02,0,58
320,7/23/2018 14:34,9712.35,9734.05,9706.15,9730.05,484,9718.18,0,54
321,7/23/2018 14:35,9730.25,9730.05,9714.90,9715.05,398,9723.335,0,54
322,7/23/2018 14:36,9716.85,9716.65,9687.90,9690.05,421,9707.08,0,53
323,7/23/2018 14:37,9690.25,9699.80,9684.90,9697.00,492,9692.185,0,55
324,7/23/2018 14:38,9697.20,9708.05,9690.05,9690.20,702,9700.775,0,54
325,7/23/2018 14:39,9697.50,9697.85,9662.70,9662.90,533,9680.355,0,56
326,7/23/2018 14:40,9661.50,9675.50,9661.15,9675.50,421,9668.505,0,52
327,7/23/2018 14:41,9674.10,9695.05,9672.15,9689.15,306,9684.565,0,51
328,7/23/2018 14:42,9689.40,9718.25,9688.95,9702.25,416,9706.5,0,56
329,7/23/2018 14:43,9702.45,9703.85,9691.90,9702.55,399,9699.72,0,51
330,7/23/2018 14:44,9704.05,9704.05,9696.20,9697.30,489,9699.7,0,51
331,7/23/2018 14:45,9698.05,9716.75,9694.20,9710.40,616,9705.955,0,48
332,7/23/2018 14:46,9710.60,9717.75,9703.65,9703.80,405,9711.66,0,48
333,7/23/2018 14:47,9701.95,9712.50,9699.90,9711.95,533,9707.155,0,50
334,7/23/2018 14:48,9711.15,9715.05,9710.70,9712.15,477,9712.875,0,50
335,7/23/2018 14:49,9712.30,9712.10,9694.90,9701.85,194,9701.95,0,44
336,7/23/2018 14:50,9701.95,9715.05,9701.45,9708.85,392,9710.28,0,45
337,7/23/2018 14:51,9709.35,9724.30,9708.70,9722.60,366,9714.185,0,46
338,7/23/2018 14:52,9722.25,9722.05,9713.40,9719.25,352,9717.11,0,48
339,7/23/2018 14:53,9719.40,9719.25,9702.70,9705.05,368,9709.72,0,50
340,7/23/2018 14:54,9705.30,9712.00,9703.85,9710.05,354,9706.125,0,40
341,7/23/2018 14:55,9710.25,9718.25,9705.35,9711.40,430,9711.39,0,45
342,7/23/2018 14:56,9710.55,9710.35,9702.45,9702.60,377,9707.26,0,43
343,7/23/2018 14:57,9703.25,9705.05,9684.95,9705.05,316,9696.65,0,47
344,7/23/2018 14:58,9707.10,9709.00,9689.90,9690.05,250,9702.415,0,49
345,7/23/2018 14:59,9694.40,9700.05,9689.90,9697.10,229,9695.52,0,43
346,7/23/2018 15:00,9698.85,9710.35,9696.70,9706.75,435,9707.575,0,48
347,7/23/2018 15:01,9707.75,9707.55,9698.80,9706.20,334,9704.05,0,37
348,7/23/2018 15:02,9706.35,9706.35,9700.65,9703.90,318,9703.395,0,47
349,7/23/2018 15:03,9705.15,9705.00,9700.90,9702.45,237,9703.19,0,42
350,7/23/2018 15:04,9702.40,9704.00,9702.05,9703.95,117,9703.2,0,38
351,7/23/2018 15:05,9704.15,9704.00,9700.90,9702.05,205,9702.4,0,41
352,7/23/2018 15:06,9702.25,9702.85,9697.80,9700.20,418,9699.975,0,34
353,7/23/2018 15:07,9699.95,9705.05,9699.30,9703.35,339,9701.095,0,42
354,7/23/2018 15:08,9703.45,9709.50,9699.85,9704.55,509,9702.83,0,50
355,7/23/2018 15:09,9700.25,9710.25,9698.90,9709.75,675,9704.815,0,52
356,7/23/2018 15:10,9703.80,9704.15,9699.85,9700.00,565,9700.7,0,54
357,7/23/2018 15:11,9700.20,9703.05,9696.90,9699.90,259,9699.695,0,43
358,7/23/2018 15:12,9697.25,9699.90,9689.90,9690.05,302,9693.45,0,47
359,7/23/2018 15:13,9690.70,9697.35,9690.35,9694.00,386,9693.33,0,45
360,7/23/2018 15:14,9694.20,9696.10,9691.90,9695.05,502,9694.805,0,43
361,7/23/2018 15:15,9694.15,9705.00,9690.35,9701.80,521,9697.26,0,53
362,7/23/2018 15:16,9696.60,9702.60,9691.85,9696.40,284,9698.46,0,46
363,7/23/2018 15:17,9699.25,9704.75,9697.65,9703.00,428,9700.785,0,54
364,7/23/2018 15:18,9698.10,9700.50,9696.90,9699.00,181,9699.11,0,40
365,7/23/2018 15:19,9700.25,9703.50,9697.90,9699.90,254,9699.84,0,45
366,7/23/2018 15:20,9700.25,9703.80,9694.05,9700.05,369,9699.11,0,43
367,7/23/2018 15:21,9700.40,9704.15,9694.55,9699.65,418,9699.505,0,49
368,7/23/2018 15:22,9699.60,9702.05,9698.15,9701.00,267,9699.535,0,47
369,7/23/2018 15:23,9704.50,9705.75,9695.40,9700.05,560,9700.855,0,54
370,7/23/2018 15:24,9700.25,9705.00,9697.95,9700.15,449,9700.41,0,51
371,7/23/2018 15:25,9700.35,9705.40,9699.90,9705.40,1034,9701.31,0,58
372,7/23/2018 15:26,9705.60,9706.00,9699.90,9700.05,1099,9700.8,0,60
373,7/23/2018 15:27,9700.25,9703.00,9698.90,9700.05,966,9699.98,0,53
374,7/23/2018 15:28,9700.25,9704.50,9699.40,9700.05,974,9700.495,0,56
375,7/23/2018 15:29,9702.20,9707.90,9699.90,9703.20,802,9700.99,0,54
