Datetime,Open,High,Low,Close
2020-12-14 10:21:00-05:00,123.0199966,123.0299988,122.9599991,122.9899979
2020-12-14 10:22:00-05:00,122.9830017,122.9950027,122.9199982,122.9369965
2020-12-14 10:23:00-05:00,122.9300003,122.9800034,122.8915024,122.9550018
2020-12-14 10:24:00-05:00,122.9599991,123.0187988,122.9499969,122.9832001
2020-12-14 10:25:00-05:00,122.9835968,123.0199966,122.9400024,122.9499969
2020-12-14 10:26:00-05:00,122.9499969,123.0299988,122.9199982,123.0111008
2020-12-14 10:27:00-05:00,123.0158005,123.0158005,122.9499969,122.9499969
2020-12-14 10:28:00-05:00,122.9400024,122.9499969,122.9100037,122.9106979
2020-12-14 10:29:00-05:00,122.9150009,122.9150009,122.8199997,122.9100037
2020-12-14 10:30:00-05:00,122.9014969,122.9199982,122.7799988,122.8490982
2020-12-14 10:31:00-05:00,122.8499985,122.9049988,122.8099976,122.8899994
2020-12-14 10:32:00-05:00,122.8799973,122.936203,122.8499985,122.9150009
2020-12-14 10:33:00-05:00,122.919899,122.919899,122.8199997,122.8600006
2020-12-14 10:34:00-05:00,122.8600006,122.875,122.6800003,122.6885986
2020-12-14 10:35:00-05:00,122.6800003,122.7600021,122.6201019,122.653801
2020-12-14 10:36:00-05:00,122.6600037,122.7099991,122.6148987,122.6750031
2020-12-14 10:37:00-05:00,122.6713028,122.7300034,122.6200027,122.6200027
2020-12-14 10:38:00-05:00,122.6200027,122.6500015,122.5100021,122.6500015
2020-12-14 10:39:00-05:00,122.6399994,122.7799988,122.6200027,122.7799988
2020-12-14 10:40:00-05:00,122.7799988,122.8348999,122.7584,122.8099976
2020-12-14 10:41:00-05:00,122.8000031,122.8300018,122.6399994,122.6500015
2020-12-14 10:42:00-05:00,122.6500015,122.7231979,122.6499023,122.6800003
2020-12-14 10:43:00-05:00,122.6900024,122.7300034,122.5999985,122.5999985
2020-12-14 10:44:00-05:00,122.6100006,122.6112976,122.5322037,122.5500031
2020-12-14 10:45:00-05:00,122.5500031,122.6100006,122.5199966,122.5964966
2020-12-14 10:46:00-05:00,122.5899963,122.6199036,122.4899979,122.5214996
2020-12-14 10:47:00-05:00,122.5199966,122.7200012,122.4899979,122.6696014
2020-12-14 10:48:00-05:00,122.6727982,122.6800003,122.5999985,122.6399994
2020-12-14 10:49:00-05:00,122.6299973,122.6500015,122.5950012,122.6110992
2020-12-14 10:50:00-05:00,122.6125031,122.6900024,122.6100006,122.6149979
2020-12-14 10:51:00-05:00,122.6200027,122.7200012,122.6200027,122.6600037
2020-12-14 10:52:00-05:00,122.6699982,122.7799988,122.6500015,122.7612
2020-12-14 10:53:00-05:00,122.7689972,122.8099976,122.75,122.7993011
2020-12-14 10:54:00-05:00,122.7938004,122.9400024,122.780098,122.8899994
2020-12-14 10:55:00-05:00,122.8899994,122.9700012,122.8899994,122.9100037
2020-12-14 10:56:00-05:00,122.919899,123.0400009,122.9100037,122.9909973
2020-12-14 10:57:00-05:00,122.9950027,123.1100006,122.9899979,123.020401
2020-12-14 10:58:00-05:00,123.0250015,123.0999985,123.0199966,123.0199966
2020-12-14 10:59:00-05:00,123.0250015,123.0458984,122.8000031,122.8199005
2020-12-14 11:00:00-05:00,122.8099976,122.9100037,122.7600021,122.7600021
2020-12-14 11:01:00-05:00,122.7699966,122.8099976,122.6999969,122.7298965
2020-12-14 11:02:00-05:00,122.7300034,122.7693024,122.6699982,122.7249985
2020-12-14 11:03:00-05:00,122.7249985,122.8399963,122.7200012,122.8199005
2020-12-14 11:04:00-05:00,122.8099976,122.9100037,122.8050003,122.9100037
2020-12-14 11:05:00-05:00,122.9100037,122.9218979,122.8499985,122.875
2020-12-14 11:06:00-05:00,122.8799973,122.9000015,122.7799988,122.8399963
2020-12-14 11:07:00-05:00,122.8199997,122.8300018,122.7699966,122.8240967
2020-12-14 11:08:00-05:00,122.8199997,122.8485031,122.7300034,122.7549973
2020-12-14 11:09:00-05:00,122.7584991,122.7600021,122.6299973,122.6415024
2020-12-14 11:10:00-05:00,122.6500015,122.7399979,122.6500015,122.7300034
2020-12-14 11:11:00-05:00,122.7398987,122.9100037,122.7200012,122.8850021
2020-12-14 11:12:00-05:00,122.8799973,122.8899994,122.8199997,122.8565979
2020-12-14 11:13:00-05:00,122.8600006,122.9649963,122.8600006,122.9449997
2020-12-14 11:14:00-05:00,122.9400024,123,122.9199982,122.9700012
2020-12-14 11:15:00-05:00,122.9798965,123.0049973,122.9199982,122.9264984
2020-12-14 11:16:00-05:00,122.9300003,123.0550003,122.9199982,123.0550003
2020-12-14 11:17:00-05:00,123.0500031,123.1699982,123.0500031,123.1099014
2020-12-14 11:18:00-05:00,123.1007996,123.1600037,123.0899963,123.0992966
2020-12-14 11:19:00-05:00,123.0959015,123.1500015,123.0742035,123.1500015
2020-12-14 11:20:00-05:00,123.1449966,123.1900024,123.0699997,123.0950012
2020-12-14 11:21:00-05:00,123.0952988,123.1200027,123.0400009,123.0999985
2020-12-14 11:22:00-05:00,123.0999985,123.0999985,122.9899979,123.030098
2020-12-14 11:23:00-05:00,123.0350037,123.0500031,122.9899979,123.0298996
2020-12-14 11:24:00-05:00,123.0299988,123.1200027,123.0100021,123.1100006
2020-12-14 11:25:00-05:00,123.1149979,123.1399994,123.0500031,123.0800018
2020-12-14 11:26:00-05:00,123.0849991,123.1200027,123.0100021,123.0100021
2020-12-14 11:27:00-05:00,123.0199966,123.0599976,122.9199982,122.9901962
2020-12-14 11:28:00-05:00,123,123.0699997,122.9599991,122.9800034
2020-12-14 11:29:00-05:00,122.9632034,123.0449982,122.9499969,123
2020-12-14 11:30:00-05:00,123,123.0999985,122.9843979,122.9843979
2020-12-14 11:31:00-05:00,122.9800034,122.9800034,122.7699966,122.780098
2020-12-14 11:32:00-05:00,122.7814026,122.8499985,122.7429962,122.8300018
2020-12-14 11:33:00-05:00,122.8227997,122.8300018,122.7200012,122.8000031
2020-12-14 11:34:00-05:00,122.7914963,122.8018036,122.75,122.7910004
2020-12-14 11:35:00-05:00,122.7900009,122.9400024,122.7701035,122.9300003
2020-12-14 11:36:00-05:00,122.9349976,122.9499969,122.8499985,122.8506012
2020-12-14 11:37:00-05:00,122.8537979,122.8799973,122.8200989,122.8300018
2020-12-14 11:38:00-05:00,122.8199997,122.8899994,122.7900009,122.7949982
2020-12-14 11:39:00-05:00,122.7900009,122.8000031,122.7149963,122.7300034
2020-12-14 11:40:00-05:00,122.7200012,122.7900009,122.700798,122.7450027
2020-12-14 11:41:00-05:00,122.75,122.7993011,122.7200012,122.7993011
2020-12-14 11:42:00-05:00,122.7926025,122.7996979,122.6900024,122.7600021
2020-12-14 11:43:00-05:00,122.7699966,122.7799988,122.6800003,122.7799988
2020-12-14 11:44:00-05:00,122.7799988,122.8399963,122.7600021,122.788002
2020-12-14 11:45:00-05:00,122.7900009,122.8399963,122.740799,122.8000031
2020-12-14 11:46:00-05:00,122.8000031,122.8499985,122.7949982,122.8099976
2020-12-14 11:47:00-05:00,122.8150024,122.9100037,122.8150024,122.8899994
2020-12-14 11:48:00-05:00,122.8940964,122.9049988,122.8300018,122.8399963
2020-12-14 11:49:00-05:00,122.8399963,122.8799973,122.7799988,122.8499985
2020-12-14 11:50:00-05:00,122.8499985,122.9199982,122.8499985,122.875
2020-12-14 11:51:00-05:00,122.8799973,122.9499969,122.856102,122.9400024
2020-12-14 11:52:00-05:00,122.9400024,122.9493027,122.9000015,122.9079971
2020-12-14 11:53:00-05:00,122.9049988,122.9400024,122.8500977,122.9300003
2020-12-14 11:54:00-05:00,122.9400024,122.9899979,122.9200974,122.9700012
2020-12-14 11:55:00-05:00,122.9800034,122.9800034,122.9049988,122.9097977
2020-12-14 11:56:00-05:00,122.9000015,122.9300003,122.8300018,122.9197006
2020-12-14 11:57:00-05:00,122.9100037,122.9300003,122.8600006,122.9150009
2020-12-14 11:58:00-05:00,122.915802,122.9292984,122.8700027,122.9199982
2020-12-14 11:59:00-05:00,122.9260025,122.9599991,122.8899994,122.9557037
2020-12-14 12:00:00-05:00,122.9589996,122.9899979,122.8399963,122.8450012
2020-12-14 12:01:00-05:00,122.8399963,122.875,122.7900009,122.7977982
2020-12-14 12:02:00-05:00,122.7900009,122.8570023,122.7699966,122.7900009
2020-12-14 12:03:00-05:00,122.8000031,122.8389969,122.7699966,122.8059998
2020-12-14 12:04:00-05:00,122.8099976,122.8499985,122.7900009,122.8000031
2020-12-14 12:05:00-05:00,122.7949982,122.8499985,122.7850037,122.8000031
2020-12-14 12:06:00-05:00,122.7925034,122.8099976,122.75,122.7600021
2020-12-14 12:07:00-05:00,122.7600021,122.8099976,122.7473984,122.7699966
2020-12-14 12:08:00-05:00,122.7699966,122.8099976,122.7300034,122.7350006
2020-12-14 12:09:00-05:00,122.7350006,122.7649994,122.6999969,122.7300034
2020-12-14 12:10:00-05:00,122.7399979,122.7900009,122.6699982,122.7300034
2020-12-14 12:11:00-05:00,122.7201004,122.8000031,122.6999969,122.7914963
2020-12-14 12:12:00-05:00,122.8098984,122.9100037,122.7699966,122.9000015
2020-12-14 12:13:00-05:00,122.8970032,122.9199982,122.8700027,122.9000015
2020-12-14 12:14:00-05:00,122.9000015,122.9204025,122.8600006,122.9199982
2020-12-14 12:15:00-05:00,122.9150009,122.9150009,122.8499985,122.8660965
2020-12-14 12:16:00-05:00,122.8700027,122.9100037,122.830101,122.8453979
2020-12-14 12:17:00-05:00,122.8399963,122.870697,122.8199997,122.8300018
2020-12-14 12:18:00-05:00,122.8300018,122.8699036,122.8300018,122.8450012
2020-12-14 12:19:00-05:00,122.8499985,122.8499985,122.8000031,122.8399963
2020-12-14 12:20:00-05:00,122.8367004,122.9499969,122.8367004,122.9129028
2020-12-14 12:21:00-05:00,122.9100037,122.9100037,122.8399963,122.8700027
2020-12-14 12:22:00-05:00,122.8700027,122.8899994,122.8450012,122.8666992
2020-12-14 12:23:00-05:00,122.8634033,122.8649979,122.8050003,122.8300018
2020-12-14 12:24:00-05:00,122.8300018,122.8700027,122.8199997,122.8349991
2020-12-14 12:25:00-05:00,122.8300018,122.8800964,122.7300034,122.8499985
2020-12-14 12:26:00-05:00,122.8499985,122.8899994,122.8199997,122.8499985
2020-12-14 12:27:00-05:00,122.8499985,122.8858032,122.8399963,122.8799973
2020-12-14 12:28:00-05:00,122.8799973,122.9199982,122.8700027,122.8995972
2020-12-14 12:29:00-05:00,122.8949966,122.9199982,122.8600006,122.9144974
2020-12-14 12:30:00-05:00,122.9100037,122.9199982,122.8600006,122.8906021
2020-12-14 12:31:00-05:00,122.8949966,122.9400024,122.8850021,122.9164963
2020-12-14 12:32:00-05:00,122.9150009,122.9499969,122.9049988,122.9100037
2020-12-14 12:33:00-05:00,122.9150009,122.9400024,122.8949966,122.9241028
2020-12-14 12:34:00-05:00,122.9283981,122.9642029,122.9250031,122.9317017
2020-12-14 12:35:00-05:00,122.9300003,122.9400024,122.8949966,122.9150009
2020-12-14 12:36:00-05:00,122.9150009,122.9400024,122.8899994,122.927002
2020-12-14 12:37:00-05:00,122.9250031,122.9400024,122.8899994,122.9157028
2020-12-14 12:38:00-05:00,122.9199982,122.9300003,122.8600006,122.8799973
2020-12-14 12:39:00-05:00,122.8700027,122.8799973,122.8099976,122.8399963
2020-12-14 12:40:00-05:00,122.8399963,122.8850021,122.7699966,122.7750015
2020-12-14 12:41:00-05:00,122.7750015,122.7799988,122.7099991,122.7099991
2020-12-14 12:42:00-05:00,122.7200012,122.7399979,122.6449966,122.7350006
2020-12-14 12:43:00-05:00,122.7300034,122.7399979,122.6847992,122.7300034
2020-12-14 12:44:00-05:00,122.7200012,122.7750015,122.7050018,122.7649994
2020-12-14 12:45:00-05:00,122.7699966,122.7900009,122.6800003,122.6900024
2020-12-14 12:46:00-05:00,122.6900024,122.7200012,122.6750031,122.6949997
2020-12-14 12:47:00-05:00,122.6999969,122.729599,122.6746979,122.6799011
2020-12-14 12:48:00-05:00,122.6800003,122.6999969,122.6399994,122.6869965
2020-12-14 12:49:00-05:00,122.6893005,122.6893005,122.6200027,122.6350021
2020-12-14 12:50:00-05:00,122.6299973,122.6949997,122.6299973,122.6617966
2020-12-14 12:51:00-05:00,122.6617966,122.6893005,122.6200027,122.6600037
2020-12-14 12:52:00-05:00,122.6600037,122.6699982,122.5999985,122.6207962
2020-12-14 12:53:00-05:00,122.6200027,122.6399994,122.5999985,122.6200027
2020-12-14 12:54:00-05:00,122.625,122.6699982,122.5800018,122.6350021
2020-12-14 12:55:00-05:00,122.6299973,122.6539001,122.5149994,122.5472031
2020-12-14 12:56:00-05:00,122.5456009,122.5456009,122.4300003,122.4950027
2020-12-14 12:57:00-05:00,122.4950027,122.5299988,122.4400024,122.5100021
2020-12-14 12:58:00-05:00,122.5199966,122.5299988,122.2900009,122.2900009
2020-12-14 12:59:00-05:00,122.2900009,122.4599991,122.2900009,122.4400024
2020-12-14 13:00:00-05:00,122.4499969,122.5100021,122.4440002,122.5049973
2020-12-14 13:01:00-05:00,122.5037003,122.5400009,122.4737015,122.5299988
2020-12-14 13:02:00-05:00,122.5299988,122.6200027,122.5250015,122.5699997
2020-12-14 13:03:00-05:00,122.5599976,122.5599976,122.4800034,122.4950027
2020-12-14 13:04:00-05:00,122.4899979,122.5,122.4000015,122.4400024
2020-12-14 13:05:00-05:00,122.4459,122.4599991,122.3499985,122.3574982
2020-12-14 13:06:00-05:00,122.3592987,122.4300003,122.2900009,122.2949982
2020-12-14 13:07:00-05:00,122.2900009,122.3162994,122.1399994,122.1598969
2020-12-14 13:08:00-05:00,122.1399994,122.2350006,122.1200027,122.1600037
2020-12-14 13:09:00-05:00,122.1690979,122.2300034,122.1299973,122.1800003
2020-12-14 13:10:00-05:00,122.1900024,122.25,122.1399994,122.2359009
2020-12-14 13:11:00-05:00,122.2350006,122.2900009,122.1999969,122.273201
2020-12-14 13:12:00-05:00,122.2750015,122.3199997,122.2300034,122.2750015
2020-12-14 13:13:00-05:00,122.2750015,122.3649979,122.2699966,122.3499985
2020-12-14 13:14:00-05:00,122.3499985,122.3799973,122.3199997,122.3264999
2020-12-14 13:15:00-05:00,122.3199997,122.3300018,122.2200012,122.25
2020-12-14 13:16:00-05:00,122.2585983,122.3799973,122.2585983,122.3700027
2020-12-14 13:17:00-05:00,122.3700027,122.3899994,122.3300018,122.3550034
2020-12-14 13:18:00-05:00,122.3550034,122.3600006,122.3199997,122.3249969
2020-12-14 13:19:00-05:00,122.3300018,122.4499969,122.3199997,122.4063034
2020-12-14 13:20:00-05:00,122.4000015,122.4199982,122.3300018,122.3798981
2020-12-14 13:21:00-05:00,122.3700027,122.4000015,122.3600006,122.3833008
2020-12-14 13:22:00-05:00,122.3850021,122.4250031,122.3621979,122.3621979
2020-12-14 13:23:00-05:00,122.3649979,122.3899994,122.3199997,122.3600006
2020-12-14 13:24:00-05:00,122.3649979,122.3649979,122.2610016,122.2701035
2020-12-14 13:25:00-05:00,122.2799988,122.4100037,122.2549973,122.3499985
2020-12-14 13:26:00-05:00,122.3499985,122.4000015,122.3308029,122.3799973
2020-12-14 13:27:00-05:00,122.3899994,122.3899994,122.3199997,122.3498993
2020-12-14 13:28:00-05:00,122.3399963,122.3450012,122.25,122.2649994
2020-12-14 13:29:00-05:00,122.260498,122.2799988,122.1200027,122.1449966
2020-12-14 13:30:00-05:00,122.1500015,122.2699966,122.1299973,122.2450027
2020-12-14 13:31:00-05:00,122.2399979,122.4000015,122.2201004,122.4000015
2020-12-14 13:32:00-05:00,122.3908005,122.4100037,122.3399963,122.3700027
2020-12-14 13:33:00-05:00,122.3628998,122.4100037,122.3199997,122.4100037
2020-12-14 13:34:00-05:00,122.4100037,122.4599991,122.4100037,122.4399033
2020-12-14 13:35:00-05:00,122.4349976,122.4499969,122.3799973,122.4449997
2020-12-14 13:36:00-05:00,122.4449997,122.4700012,122.3809967,122.3850021
2020-12-14 13:37:00-05:00,122.3799973,122.4000015,122.3199997,122.3733978
2020-12-14 13:38:00-05:00,122.3727036,122.3992996,122.3249969,122.3600006
2020-12-14 13:39:00-05:00,122.3499985,122.3899994,122.3300018,122.375
2020-12-14 13:40:00-05:00,122.375,122.4499969,122.375,122.4000015
2020-12-14 13:41:00-05:00,122.3899994,122.4199982,122.3300018,122.3399963
2020-12-14 13:42:00-05:00,122.3300018,122.3700027,122.3000031,122.3599014
2020-12-14 13:43:00-05:00,122.3500977,122.3799973,122.3300018,122.3701019
2020-12-14 13:44:00-05:00,122.3799973,122.3799973,122.3300018,122.3641968
2020-12-14 13:45:00-05:00,122.3683014,122.3700027,122.3199997,122.3227005
2020-12-14 13:46:00-05:00,122.3199997,122.3199997,122.2399979,122.2447968
2020-12-14 13:47:00-05:00,122.2399979,122.2799988,122.1699982,122.2350006
2020-12-14 13:48:00-05:00,122.2348022,122.3000031,122.2099991,122.2649994
2020-12-14 13:49:00-05:00,122.2602005,122.2750015,122.2350006,122.2667999
2020-12-14 13:50:00-05:00,122.2699966,122.3787003,122.2699966,122.3300018
2020-12-14 13:51:00-05:00,122.3208008,122.3499985,122.2799988,122.3300018
2020-12-14 13:52:00-05:00,122.3399963,122.4499969,122.3399963,122.3892975
2020-12-14 13:53:00-05:00,122.3807983,122.4000015,122.3499985,122.3949966
2020-12-14 13:54:00-05:00,122.3949966,122.4899979,122.3799973,122.4599991
2020-12-14 13:55:00-05:00,122.4550018,122.4800034,122.3899994,122.4499969
2020-12-14 13:56:00-05:00,122.4550018,122.5199966,122.4499969,122.4600983
2020-12-14 13:57:00-05:00,122.4649963,122.5199966,122.4000015,122.5145035
2020-12-14 13:58:00-05:00,122.5193024,122.5199966,122.4400024,122.4550018
2020-12-14 13:59:00-05:00,122.4499969,122.4499969,122.3649979,122.4082031
2020-12-14 14:00:00-05:00,122.4100037,122.5,122.4100037,122.4950027
2020-12-14 14:01:00-05:00,122.4941025,122.5400009,122.4433975,122.4757004
2020-12-14 14:02:00-05:00,122.4749985,122.5,122.3499985,122.3499985
2020-12-14 14:03:00-05:00,122.3550034,122.3899994,122.3003998,122.3500977
2020-12-14 14:04:00-05:00,122.3599014,122.4199982,122.330101,122.3349991
2020-12-14 14:05:00-05:00,122.3399963,122.4199982,122.3199997,122.4101028
2020-12-14 14:06:00-05:00,122.4049988,122.4098969,122.3500977,122.3850021
2020-12-14 14:07:00-05:00,122.3895035,122.4499969,122.3499985,122.4499969
2020-12-14 14:08:00-05:00,122.4502029,122.4800034,122.4199982,122.4304962
2020-12-14 14:09:00-05:00,122.4400024,122.4800034,122.4300003,122.4550018
2020-12-14 14:10:00-05:00,122.4599991,122.4950027,122.4199982,122.4950027
2020-12-14 14:11:00-05:00,122.5,122.5400009,122.4599991,122.5199966
2020-12-14 14:12:00-05:00,122.5199966,122.5399017,122.4700012,122.5236969
2020-12-14 14:13:00-05:00,122.5250015,122.5400009,122.4550018,122.4550018
2020-12-14 14:14:00-05:00,122.4499969,122.4499969,122.3300018,122.3899994
2020-12-14 14:15:00-05:00,122.3899994,122.4199982,122.25,122.2993011
2020-12-14 14:16:00-05:00,122.2900009,122.3098984,122.2300034,122.2600021
2020-12-14 14:17:00-05:00,122.2799988,122.3799973,122.2799988,122.3143005
2020-12-14 14:18:00-05:00,122.3099976,122.3399963,122.3000031,122.3100967
2020-12-14 14:19:00-05:00,122.3199997,122.4499969,122.3199997,122.4499969
2020-12-14 14:20:00-05:00,122.4459,122.4599991,122.4100037,122.4199982
2020-12-14 14:21:00-05:00,122.4300003,122.4499969,122.4000015,122.4049988
2020-12-14 14:22:00-05:00,122.4049988,122.4400024,122.3700027,122.3899994
2020-12-14 14:23:00-05:00,122.3799973,122.4692993,122.3799973,122.4250031
2020-12-14 14:24:00-05:00,122.4250031,122.4599991,122.4150009,122.4400024
2020-12-14 14:25:00-05:00,122.4499969,122.4899979,122.4075012,122.4599991
2020-12-14 14:26:00-05:00,122.4592972,122.5,122.4199982,122.4199982
2020-12-14 14:27:00-05:00,122.4250031,122.4899979,122.4100037,122.4449997
2020-12-14 14:28:00-05:00,122.4401016,122.4800034,122.4207993,122.4499969
2020-12-14 14:29:00-05:00,122.4499969,122.5093002,122.441597,122.4785004
2020-12-14 14:30:00-05:00,122.4749985,122.4899979,122.3799973,122.3918991
2020-12-14 14:31:00-05:00,122.3949966,122.4000015,122.2750015,122.3100967
2020-12-14 14:32:00-05:00,122.3178024,122.3300018,122.2799988,122.3000031
2020-12-14 14:33:00-05:00,122.3099976,122.3147964,122.0599976,122.0699997
2020-12-14 14:34:00-05:00,122.0650024,122.1600037,122.0100021,122.1097031
2020-12-14 14:35:00-05:00,122.0999985,122.1800003,122.0400009,122.0650024
2020-12-14 14:36:00-05:00,122.0650024,122.0800018,121.9100037,121.9246979
2020-12-14 14:37:00-05:00,121.9300003,122.0100021,121.8899994,121.9740982
2020-12-14 14:38:00-05:00,121.9700012,122.0449982,121.9649963,121.9749985
2020-12-14 14:39:00-05:00,121.9789963,122,121.8700027,121.9850006
2020-12-14 14:40:00-05:00,121.9801025,122.0699997,121.9599991,122.0075989
2020-12-14 14:41:00-05:00,122.0100021,122.0699997,121.9400024,122.0550003
2020-12-14 14:42:00-05:00,122.0500031,122.0699997,121.9600983,122.0049973
2020-12-14 14:43:00-05:00,122.0100021,122.0953979,121.9899979,122.0899963
2020-12-14 14:44:00-05:00,122.0899963,122.1299973,122.0500031,122.1016006
2020-12-14 14:45:00-05:00,122.1059036,122.1699982,122.0912018,122.1050034
2020-12-14 14:46:00-05:00,122.1009979,122.1200027,122.0506973,122.0599976
2020-12-14 14:47:00-05:00,122.0599976,122.125,122.0500031,122.0999985
2020-12-14 14:48:00-05:00,122.0999985,122.1200027,122.0599976,122.1199036
2020-12-14 14:49:00-05:00,122.1149979,122.1999969,122.1149979,122.1900024
2020-12-14 14:50:00-05:00,122.1900024,122.2300034,122.0899963,122.1606979
2020-12-14 14:51:00-05:00,122.1699982,122.2099991,122.1399994,122.185997
2020-12-14 14:52:00-05:00,122.1750031,122.2300034,122.1200027,122.2099991
2020-12-14 14:53:00-05:00,122.2099991,122.2600021,122.1900024,122.2200012
2020-12-14 14:54:00-05:00,122.2249985,122.2799988,122.2200012,122.2549973
2020-12-14 14:55:00-05:00,122.2450027,122.2850037,122.2200012,122.2799988
2020-12-14 14:56:00-05:00,122.2807999,122.3300018,122.2399979,122.2499008
2020-12-14 14:57:00-05:00,122.2399979,122.2900009,122.2300034,122.2399979
2020-12-14 14:58:00-05:00,122.2350006,122.2399979,122.1600037,122.2149963
2020-12-14 14:59:00-05:00,122.2099991,122.2799988,122.1900024,122.2399979
2020-12-14 15:00:00-05:00,122.2450027,122.3000031,122.2099991,122.2300034
2020-12-14 15:01:00-05:00,122.2300034,122.2300034,122.1100006,122.1500015
2020-12-14 15:02:00-05:00,122.1500015,122.1900024,122.1100006,122.1201019
2020-12-14 15:03:00-05:00,122.1232986,122.1500015,122.0999985,122.1449966
2020-12-14 15:04:00-05:00,122.1399994,122.1800003,122.125,122.1500015
2020-12-14 15:05:00-05:00,122.1500015,122.1800003,122.1100006,122.1100006
2020-12-14 15:06:00-05:00,122.1200027,122.1492996,122.0899963,122.1092987
2020-12-14 15:07:00-05:00,122.1100006,122.1589966,122.0299988,122.0299988
2020-12-14 15:08:00-05:00,122.0299988,122.0593033,122,122.0593033
2020-12-14 15:09:00-05:00,122.0599976,122.1299973,122.0550003,122.129303
2020-12-14 15:10:00-05:00,122.1299973,122.2399979,122.1299973,122.2229996
2020-12-14 15:11:00-05:00,122.2249985,122.2399979,122.1800003,122.2393036
2020-12-14 15:12:00-05:00,122.2350006,122.2693024,122.1999969,122.2200012
